人を動かすことのできる人は、他人の気持ちになれる人である。そのかわり、他人の気持ちになれる人というのは自分が悩む。自分が悩んだことのない人は、まず人を動かすことはできない。,本田宗一郎
人間に必要なのは困ることだ。絶体絶命に追い込まれたときに出る力が本当の力です。伸びる時には必ず抵抗がある。必死のときに発揮される力というものは人間の可能性を予想外に拡大するものである。,本田宗一郎
人間にとって大事なことは、学歴とかそんなものではない。他人から愛され、協力してもらえるような徳を積むことではないだろうか。そして、そういう人間を育てようとする精神なのではないだろうか。,本田宗一郎
百のうち九十九は失敗する。われわれは勝負師ではない。負けても何が原因で負けたのかを追求することに意義がある。私はたえず喜びを求めながら生きている。そのための苦労には精一杯に耐える努力を惜しまない。,本田宗一郎
人を動かすことのできる人は、他人の気持ちになれる人である。そのかわり、他人の気持ちになれる人というのは自分が悩む。自分が悩んだことのない人は、まず人を動かすことはできない。拝む心がなければ人は動かない。つねに素直に。,本田宗一郎
人間が進歩するためには、まず第一歩を踏み出すことである。躊躇して立ち止まっては駄目である。なぜなら、そこにどんな障害があろうと、足を踏み込んで初めて知れるからだ。失敗はその一歩の踏み込みだと思う。前進の足踏みだと思う。,本田宗一郎
我々は、最初から苦しむ方向をとったから、あとは楽になった。真似をして楽をしたものは、その後に苦しむことになる。研究者として大事なところはそこだろうと、私は今でも考えている。一度、真似をすると、永久に真似をしてゆくのである。,本田宗一郎
チャレンジしての失敗を恐れるな。何もしないことを恐れろ。失敗が人間を成長させると私考えている。失敗のない人なんて本当に気の毒に思う。困れ。困らなきゃ何もできない。自分の力の足りなさを自覚し、知恵や力を貸してくれる他人の存在を知るのもいい経験である。,本田宗一郎
創意工夫、独立独歩、これをつらぬくにはたゆまぬ努力がいるし、同時に、ひとりよがりに陥らぬための、しっかりした哲学が必要となる。行動にはつねに動機があり、目的がある。動機が正義であり、目的が善であって、その行動だけが悪だということは、人間にはありえない。,本田宗一郎
これからの未来は、女性が車を乗る時代が来るだろうし、女性にアピールする車を作らないといけない。世の中に女性がいなかったら、俺は毛生え薬を試す事はないだろうし、服はドンゴロスに穴を開けたもので十分だが、女性がいるからこそ、クルマも女性に注目されないといけない。,本田宗一郎
私がやった仕事で本当に成功したものは、全体のわずか1％にすぎないということも言っておきたい。99％は失敗の連続であった。そして、その実を結んだ1％の成功が現在の私である。私の現在が成功というのなら、私の過去はみんな失敗が土台作りをしていることになる。私の仕事は失敗の連続であった。,本田宗一郎
多くの人は皆、成功を夢見、望んでいますが、私は『成功は、99パーセントの失敗に与えられた1パーセントだ』と思っています。開拓者精神によって自ら新しい世界に挑み、失敗、反省、勇気という３つの道具を繰り返して使うことによってのみ、最後の成功という結果に達することができると私は信じています。,本田宗一郎
こちらが望んでいること、こうやりたいと欲していることをスムーズに受け入れてもらうためには、まず先方の心を知らねばならない。こちらが悪ければ、悪い人間が寄ってくる。こちらが信用することによって、信用される人間が生まれる。自分の喜びを追及する行為が、他人の幸福への奉仕につながるものでありたい。,本田宗一郎
自分に自信がある人ほど自分だけでなんとかうまくやろうとするものです。しかし、それでは無駄が多い。成功する人間とは、自分の知識や経験なんてちっぽけなものだと自覚し、他人の力を上手に利用できる人のことです。,堀江貴文
シンプルに考えることが僕の信条です。ビジネスの最前線ではスピードが勝負です。いろいろと複雑に考えることで失うものは大きい。ビジネスにおける様々な問題は、すべて原点に戻ってシンプル思考で処理すれば、最大限の効果を発揮することができるのです。,堀江貴文
結局何をやるにしても気合と根性ということになります。ものごとを複雑に考えずにシンプルにやるべきことをやる。東大に入りたければ覚えることをピックアップして単純に暗記すればいい。商売をやっているなら熱心にものを売ればいい。成功の道は本当にこれだけなのです。,堀江貴文
右肩上がりの経済成長を前提としてきた親父たちは、要するに、山ほどだまされてきたのです。右肩上がりの経済成長や誰もが部長に昇進できるピラミッド構造なんて、最初から存在しなかったわけです。それはバブルの一例を見ても明らかです。勘の鋭い若者たちはこれに気づいています。,堀江貴文
一度、自分で仕事をとってきてやってみることが大切なのです。会社を通さずに仕事をしてみると、えっこんなにもらえるんですかという話になる。そこではじめてこれまでこんなに上前をはねられていたんだと実感できます。就職とは他人のリスクコントロールの支配下にはいるということです。,堀江貴文
気づいている人間にはチャンスがたくさん巡ってくるわけです。この時代の転換期に旧来の社会システムの破たんに気付かず、ぼんやりしていれば他人から搾取されるだけなのです。それが良い悪いという話ではありません。僕が言いたいのはこれは歴史上で繰り返されてきた事実だということです。,堀江貴文
僕の理想は、シンプルに、こだわらず、考えない経営です。複雑に考えずに常に基本に返る。成功している改革はあくまで経営の基本に忠実だからです。その基本とは事実を事実としてありのままに見ること。これは一見カンタンなようですが、多くの人は自分の思い込みやこだわりに固執してしまうのです。,堀江貴文
価値観の多様化が容認されていくと、当然「俺は働かない」というのも一つの選択肢になってくるのです。人間の最終的な目標は成功です。フリーターや引きこもりと言われる人たちでも、われわれがとやかくいう権利はないわけです。価値観の多様化は歴史の必然だと思っています。旧世代の価値観でものごとを計ることが不幸のはじまりなのです。,堀江貴文
少しくらいのお金で満足している暇はありません。経営者は大きなビジョンを持ってどんどんお金を集めて、会社を大きくしていかなければならないのです。ある程度の儲けで満足してしまい、そこで小さくまとまってしまうと、いざチャンスが回ってきたときに身動きが取れなくなってしまうのです。結果的にそこまでの会社で終わってしまうわけです,堀江貴文
中世というのは鬱屈した時代でした。日本の江戸時代は西洋の中世に当たると思うのですが、鬱屈した時代の中で次第にパワーが貯めこまれていき、江戸時代末期にドカーンと爆発したわけです。いま必要なのは、そうした大きな変化です。旧世代から引き継いだばかばかしい社会システムを壊すことです。できないではなく、どうやったらできるかを考えることです。,堀江貴文
会社がつぶれるのは運が悪かったか、単純に勉強不足かどちらかでしょう。運が悪かっただけで一定のノウハウを持っているなら再チャレンジすればいい。問題は勉強不足です。いや勉強なんてたいそうなものではないかもしれません。商売の基本を普通におさえるだけでいいのです。つまり、商売とはものを売って儲けることであるという当たり前のことを理解することです。,堀江貴文
僕は以前からコピーライターの糸井重里さんに注目しています。あの人は他人をうまく利用することで成功を収めた人です。糸井さんが立ち上げているホームページほぼ日刊イトイ新聞は本当にすごい。そのコンテンツを作るために多くのボランティアを利用しているのです。人を使う典型です。キムタクを利用して釣りブームを起こしたり、糸井重里という人に学ぶことは多い。,堀江貴文
社員の中に起業するかしないかで悩んで僕のところに相談に来る人がいます。しかし、僕はシンプルにやればいいじゃんと言うだけです。話は５分で終わりです。そうするとみんな拍子抜けして帰っていきます。でもこれはイジワルをしているわけではありません。本当にシンプルにやればいいと思っているからです。なんでもやりたいときにやるのが一番なのです。昔から善は急げといいます。,堀江貴文
なぜあなたの会社は急成長をし続けているのですかという質問を受けます。それは常に背伸びをしているからです。背伸びするには多少無理をしなければなりませんが、育ち盛りの子供のようにいろんなことに手を出してやり遂げることが大切なのです。僕の会社でもこれまで無理な納期の仕事もたくさん受けてきましたが、それは会社が成長するために必要不可欠な背伸びだと考えたからです。,堀江貴文
ビジョンと目的が明確に決まっていれば、判断は比較的簡単で、自分だけでなく社員もみんな簡単になるわけです。そうすると、わかりやすい経営ができると考えています。,堀義人
「社長が決断してくれない」なんてことは絶対に社員に言わせたくないです。メールの返信や判断は、２４時間以内にすべて行うようにしています。そういうスピード感をトップが持つということは、すごく必要だと思います。,堀義人
ある程度の企業文化や経営理念の浸透を行っていくと、合わない人は最終的に辞めていく。さびしいことですが、僕はそれでいいんじゃないかと思っていて、最終的に価値観を共有できる人たちで一緒にやっていきたいと考えています。,堀義人
企業文化というのは、グロービスの場合、みんなが前向きであること、学びを大切にすること、挑戦を推奨すること、オープンにフェアにやっていくことなど、そういった方向性や環境を作っていくということ。そういった方向性や環境を作っていくということ。これには非常にエネルギーを使っています。,堀義人
世界によってマーケットの地図が違うんです。ですから、日本だけ、または海外だけを見ていてもわからない。大きな視野で、いま世の中がどのように動き、誰がどのように動いているのかを見ていると、世の中の流れがつかめると思います。そういった能力を高めていきながら、知識や情報を頭の中にインプットしていって、自分なりに考えていくことが重要です。,堀義人
長期的成功でまず大きなことは、人間力があるかどうかです。何のために自分がこの事業をやるのかという動機から始まって、どういった志や倫理観をもって事業を行っているのか、自分の事業に対する使命感は何か、あるいは、度量の大きさ、どんな場面でも冷静沈着に意思決定ができるという力、人を巻き込んでいく能力に至るまで人間力の部分が大きいと思います。,堀義人
僕はいろいろな人の反対意見を参考として聞きながらも、自分の中でそれが不可能だということが納得できるまで考え続けようと思ったんですね。自分の可能性を止めてしまうのは自分自身なんです。ですから、まず自分自身で限界を作らないということ。他人によって、あるいは先入観によって、自分には出来ないと思いこまないことですね。これを僕は「青天井の可能性」と言っています。,堀義人
常にトップと現場の距離が近い会社は強いと思うんです。どうしても組織が大きくなればなるほどこの距離は大きくなっていきますから、なるべくそれを近い状態に保っておけるような、そういう会社を作りたいなと考えています。,平野岳史
会社が大きくなっていく過程では、自分自身が置かれている立場も変わりますし、組織の作り方も違います。何回も変化しますから、常に会社の変化のスピードよりも自分が一歩先を考えて成長していかないとダメだな、というのが実感です。,平野岳史
世の中は刻々と変化し、個人の力でどうすることもできない場合もある。だが、どんなに変化する世の中でも、自分から落伍してはだめだ。,平塚常次郎
野心を燃やすのはいいが、実力がなければ焦りになる。自分の実力を知ることも大切だ。,平岩外四
新しい分野に挑戦して、文化面で精神的充足を図り、国内はもとより国際的にもネットワークを広げて、好ましい関係をつくっていくことが最も重要なソフトパワーなのです。,福川伸次
安易な間違いはしないよう厳しく伝えてはいますが、必死に考えてもどうしようもない間違いはある。だから、思い切ってやってほしい。お客様に迷惑をかけなければ、会社に多少の損害があっても、それは将来のための投資だと思っています。,福井威夫
米国でのスピーチの構想を立てる際、過去の様子を聞きました。すると、日本人の英語は聞きづらいというのです。ですから、スピーチを聞こうとしないんですね。スピーチはまず聞いてもらうことが重要です。そのためには、ビジネスプランの話はいっさいやめて、明るい話題とか、社員個人のベネフィット（利益）など、もっと身近で聞きたくなるような話をしなきゃいかんと思いました。,福井威夫
商売には必ず相手がある。そしてその相手にはどこか必ず弱点がある。それを早く見出して徹底的につく。そうすれば商売はきっと成功する。,武藤信義
私たちは連続して行動し、話をしているが、今という瞬間は今しかない。だから仕事にも遊びにも何事にであれ徹底してやりなさいというのが、私の生き方です。一期一会の精神は余計なことを考える必要はない。明日をも知らない人間の一生だから、今に全力投球しておくということです。,武田豊
製造業は生産コストを引き下げて競争力を強化するために、海外へ生産工程をシフトさせるのですが、そのことは同時に市場に最も近い場所で生産し、販売するというもう一つの競争力を生み出すことになります。いってみれば、世界中で最も安くて品質のいいものを作るのに適した土地で生産を進める、最適地生産によって競争力をつけることができるのです。,浜田広
自分探しにハマってしまうのは要注意です。本当の自分なんてどこにもいやしない。むしろ、自分は自分で作っていくものです。それには目の前の仕事を一つ一つやりきって、自分を確認していくしいかありません。,浜田宏
いまの時代、企業はどのように情報を収集し、どう発信するかをきちんとコントロールする必要があります。だからこそ、トップが責任を持って決意を示し、その活用についてトップが旗を振らなければいけない。組織内で情報の温度差が生まれることは絶対に避けなければいけない。そのためにもＩＴに関する基本的な考え方やコアの部分について責任を持って進める必要があると思う。,尾崎元規
チャンスは貯金できない。,樋口廣太郎
世間では経営者が夢を語ってぶち上げ、社員たちがそれに沿おうと汲々としている。という例が少なくないようですが、私は逆だと思うんです。社員たちの夢を実現させるために働くのが経営トップだと考えています。,樋口廣太郎
わが社は人の真似だけは会社がつぶれてもやらない。逆に人が真似をするようないいものを作ろうということを、社是としてやってきました。そして、その新しいものを生み出す力は、いつの世も若者なのです。私は新製品とか新企画は若い力でなければならないと思っています。新しいものに対して挑戦していく、これが若者の特権だと思うのです。,樋口廣太郎
儲け続けられる経営者とは、リスクを負ってでも今以上を目指す人か、もとからすごく高いところに目標があるかのどちらかでしょう。,板倉雄一郎
経営者に必要な資質とは、まずやってみたいと思うこと。これがないと何も始まりません。次に目的と手段を明確に持ち、計画性のあることです。,板倉雄一郎
経営スピードとは「機」を捉えること。機会が来た時に、それをぱっと捉えるスピードが大切なんですね。それまではじーっと待っていて、機会が来たらぱっと捉える。カメレオンがハエを捕えるときのように。,板倉雄一郎
企業が失敗したとき、その直近のオペレーションの中の問題を原因として取り上げがちですが、実は、スタートアップ（創業時）にその成否の要因が潜んでいることが多いんです。これは僕に限ったことではなく、ほとんどの企業についても言えると思います。,板倉雄一郎
感じたことを頭の中にとっておくと、ある日それがアイデアになることもある。あまりシステマティックに整理しておくのはよくないと思います。柔軟性をもって、遊ぶときは遊び、仕事するときは仕事して、そこから生まれてくる何かをあるとき形にするということです。,板倉雄一郎
貧乏暇なしっていう言葉がありますが、これは本当は、暇がないから貧乏っていうことなんです。不安を打ち消すために暇なく働くことによって、考える時間を失ってしまっているんです。経営者のやるべきことは、作業ではなく適切な判断。そのためには、考える時間が必要なんです。,板倉雄一郎
１億円や２億円稼ぎたいという社長に、うちから出資はできません。サラリーマンでも稼げる金額ですから。そうではなくて、１００億円は欲しいというのであれば、この国でそれだけの資産を創ろうと思ったら、現実的なことは事業をやること。つまり、目的と手段が合っているということになります。,板倉雄一郎
事業や経営をしている場合は、やはり同じ業界の人とのコミュニケーションをとっておくほうがいいですね。もちろん、お互い極秘情報があり難しいところもありますが、だからといってまったくコミュニケーションを取らないというのは違うと思います。いろいろな可能性を考えて、柔軟性を持ったほうがいいんじゃないかと思います。,板倉雄一郎
遊んでいるとき自分はお客様の立場にあり、仕事をしているときはモノを売る側でありつつお客様の立場でもある。どちらにしてもマーケットに自分の身を置くということですから、その中でこの商品は役に立つな、このサービスってすごくいいなというように、まず感じること、それが僕の仕事のアイデアに結び付いていることが多いです。,板倉雄一郎
情報化社会では売り手と買い手が同じ情報を同時に入手できるのだから、売り手が勉強を怠れば商売人の資格を失ったも同然になる。,板倉芳明
アメリカ人相手に以心伝心は無理。日本人というのは控えめというか、何から何までペラペラしゃべるのはハシタナイと疎んじられるけど、外国では言わないことは考えていないこと、意思がないことで、ぜんぜん通用しない。これは日本人のだれもが承知してるけど、それでいながら誰もが失敗する事柄。,柏木雄介
上司の前に立った時には見識を述べよ。たんにいくつかの案を示すだけでなく自分が最適と判断した案を語れ。何でも結々諾々と従う人より、意見をはっきり言う骨っぽい人が好ましい。上司は部下の判断に拒否権を発動できる見識を持て。上司も部下も日ごろの蓄積が見識となって現れる。,梅本純正
本当の安定というものは成長率がむしろ不安定であるほうがいつも緊張してよいのではないかと私は思います。ニーズは待っているのではなく、こちらから見つけ創り出すものです。これが経営の要諦であり、企業も人間も一つの安定の上に座していては成長はないのだと気付きました。エビは脱皮するから大きくなるのです。,能村龍太郎
人間は、とくに企業を動かす者は、考えるだけではだめです。どんなに良いアイデアを思い付いただけでは一文の値打もありません。また、思い付きをああだこうだと公言しているだけの人間は、単なる大ぼら吹きです。アイデアを実行に移し、それが世のため人のための役に立って、はじめて価値が生まれるのです。その価値が利を生み、商売が成り立つのです。,能村龍太郎
「人間万事、塞翁が馬」ということわざは、「人間なんてなるようにしかならない。あくせくしたってはじまらない」というような意味に使われることがある。私はこれは間違いだと思う。私は「なるようにしかならない」人生ではなく「なるようになる」人生を作るために努力することの方が大事であろうと思う。,徳川秀忠
世の中の動きというのは、実態はみんなが考えているよりも速い。だから現場を知らない机上の政策はいつも後手後手に回るのだ。,藤田田
ベストウェイ（最適な選択肢）というのは、双方の意見とは別のところにあるのではないだろうか。ディスカッションはそのベストウェイを見いだすために行われるべきだと信じている。,藤田田
世界の冠たる商人たちは、決して「ギブ・アンド・テイク」などとは言わない。彼らのモットーは「テイク・アンド・アスク・フォーモア」である。つまり取ったうえで、「さらにもっとよこせ」というのである。これなら儲かる。,藤田田
努力×時間の法則、一日２４時間。成功はいかなる人にも平等に与えられた、この２４時間にどれだけ努力するかにかかっている。人生に満塁ホームランはない。ゴロやバントを狙え。人間の頭の中身など、もともと大差などない。最後はいつも本人の「努力×時間」。,藤田田
ロスチャイルドに代表されるように、ユダヤ人は世界経済の頂点に立ち、経済社会を意のままに牛耳っている。経済だけでなく、政治や文化のジャンルでも彼らの力は大きい。当然ユダヤ人に対する反目も強い。しかし、五千年の歴史を持つ彼らの生き方の前では、ほかの民族はまったく歯が立たないのである。,藤田田
事業を伸ばすには消費者の趣向や流行に合わせた製品を安価な価格で出さなければならないと考えた。しかし、発明家は「俺の発明は」「俺の発明は」で押し通してくる。これだけの発明品が売れないのは、あなたのやり方が悪いといった調子だ。万一、発明家と一緒に事業をしなければならないような場合は、事業経営の面に一切口出させてはならないと悟った。,藤山愛一郎
成功は次の成功への呼び水とせよ。失敗は次の成功への足がかりとせよ。この二つの相反する格言は、アフターケアの大切さを指摘している点で、共通の真理なのである。,土光敏夫
物事を成就させる力は何か、その力の中にはむろん能力があろう。だが能力は必要な条件であっても十分な条件ではない。十分な条件とは、その能力に、機動力、粘着力、浸透力、持続力などを与える力である。そのような諸力を私は執念と呼びたい。,土光敏夫
価値観というものは、時代とともに変わっていくのが当たり前だ。それでなきゃ、歴史は生まれない。仲間のご老体たちが「このごろは価値観が違って困る」とこぼしているが、そんなことは当然のことなんです。僕らの世代だって個人によって価値観は違うのだし、価値観が一緒になったら、それは独裁国家ですよ。,土光敏夫
計画とは将来への意思である。将来への意思は、現在から飛躍し、無理があり、現実不可能に見えるものでなくてはならない。現在の延長上にあり、合理的であり、現実可能な計画はむしろ「予定」と呼ぶべきだろう。将来への意思としての計画は、困難を受け入れ、困難に挑み、困難に打ち勝つモチーフを自らのうちに持たなければならない。,土光敏夫
組織はダイナミック（動的）でなければならない。たとえばルールを作っても、はじめたときは新鮮味があるが、ちょっとたつとマンネリになってしまう。今日決めたことでも翌日になると必ずいくらかのマンネリが生じているんだと私は言っている。企業は絶えずダイナミックでなければならない。清水でも動かなければ腐ると言われる。組織体には絶えず揺さぶりをかけておく必要がある。,土光敏夫
いつでも、人はヤケクソになってはいけないと思う。その状況下で最善のものは何かと考え、それに向かって努力する。それでも駄目なら、仕方がないが、あくまでも最後まで努力しなければならない。人生に困難はつきものである。要はそれに向かう当人の心の持ち方である。,田部文一郎
長い人生の中では「これで駄目かな」と思うことが何度かある。しかし、ヤケクソになってはいけない。何度突き放され、苦境に陥ろうとも、実力で這い上がるぞという気力、精神力が必要である。そういう努力する自分の姿は、誰かが教えてくれているものだ。捨てる神あれば拾う神あり。私はこう思って人生を生きてきた。,田部文一郎
業界のムードとしてはまだ雲助根性をだして、荷主の顔色をうかがいながら、どんぶり勘定で運賃を適当にふっかける風潮がなくはなかった。その中で、適正な運賃、早い運送、客の親切を守るだけで評判は上がったのである。とくに大垣は城下町として堅実、保守的な土地柄だったから、なかなか入り込めないかわり、一度信頼を得ると絶対の強みになった。,田口利八
アメリカのプラモデルメーカーがなぜだめになったかというと、創業者が会社を売ってしまうからなんですね。新しい社長は新しい開発については知識があまりありませんから、アメリカのプラモデルメーカーは面白い製品ができないんです。私の場合、父親もそうでしたが、儲けは後からついてくるという考え方なんです。,田宮俊作
経営環境が変わる中、信念を持って常識をはるかに超えるような目標を立てていくことです。それに向かって挑戦するんです。それから、世界の模型業界を背負っていくんだという自負でしょう。経営環境が激変する時代だからこそ、企業の実力が出る時代じゃないかなと感じています。試練を与えられるということは、勉強にもなりますから。,田宮俊作
人のやらぬこと、やれぬことのみをやった。,堤康次郎
儲けよう、儲けようと焦れば焦るほど失敗する。他人がいいぞと言ったり、上手く儲けた話を聞いて、あわてて手を付けると、もうその時は手遅れだ。いつまでも柳の下にドジョウがいるわけではない。,堤康次郎
父（西武創業者：堤康次郎）から学んだ最大のことは人を大事にするということ。組織に人を合わせるのではなく、上に立つ人の力次第で組織が伸び縮みするようにしています。,堤義明
組織運営型の段階に達したグループ企業の経営は、労使一体を基本にした日本的経営となんら変わらない。ただ問題は、創業期に育った人材がそのままこうした組織運営に向いていないことだ。,堤義明
どの会社も景気のいい時に次のステップを考えなけれななりません。景気が悪くなってから考えたのではなかなかいい知恵も出てきません。将来の経営の在り方は一番調子のいい時にこそ考慮しておくべきです。,坪井東
日本にはなかなか資本主義が根付かない。金儲けを罪悪視する風潮が今も残っている。誤解を恐れずに言えば、悪しき平等主義がはびこったために、日本社会がしなったものも大きいように感じる。,椎名武雄
中国でビジネスをするのであれば、現地の感覚や価値観を理解しなければいけない。彼らには彼らの考え方があることを勉強しました。コピーしてけしからんと繰り返していても仕方ないんです。市場が違えば、求められるニーズも異なる。他社が一斉に中国に進出したとしても、あわてる必要はない。,長谷川武彦
